Item Identifier,Item Weight,Fat Level,Item Visibility,Item Type,Item Price,Store Identifier,Store Established,Store Type,Item Sales
DRL49,13.15,Low Fat,0.056516756,Soft Drinks,2.21,OUT049,1999,Supermarket Type1,100
DRL59,,Low Fat,0.037160705,Hard Drinks,0.84,OUT019,1985,Grocery Store,18
DRL59,16.75,Low Fat,0.021220113,Hard Drinks,0.85,OUT035,2004,Supermarket Type1,128
DRL60,8.52,LF,0.045291822,Soft Drinks,2.37,OUT010,1998,Grocery Store,53
DRL60,8.52,Low Fat,0.027169589,Soft Drinks,2.33,OUT018,2009,Supermarket Type2,197
DRL60,,Low Fat,0.047377447,Soft Drinks,2.33,OUT019,1985,Grocery Store,52
DRL60,8.52,Low Fat,0.027054244,Soft Drinks,2.34,OUT035,2004,Supermarket Type1,378
DRL60,8.52,Low Fat,0.027114238,Soft Drinks,2.35,OUT045,2002,Supermarket Type1,182
DRL60,8.52,Low Fat,0.02705936,Soft Drinks,2.37,OUT046,1997,Supermarket Type1,99
DRL60,8.52,Low Fat,0.027101431,Soft Drinks,2.34,OUT049,1999,Supermarket Type1,264
DRM11,6.57,Low Fat,0.066014596,Hard Drinks,4,OUT013,1987,Supermarket Type1,316
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,4.03,OUT018,2009,Supermarket Type2,459
DRM11,6.57,Low Fat,0.066069578,Hard Drinks,4.02,OUT046,1997,Supermarket Type1,459
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,2.68,OUT010,1998,Grocery Store,25
DRM23,16.6,Low Fat,0.135620265,Hard Drinks,2.67,OUT013,1987,Supermarket Type1,354
DRM23,16.6,Low Fat,0.136500981,Hard Drinks,2.67,OUT017,2007,Supermarket Type1,499
DRM23,16.6,Low Fat,0.136286138,Hard Drinks,2.65,OUT018,2009,Supermarket Type2,271
DRM23,,Low Fat,0,Hard Drinks,2.65,OUT027,1985,Supermarket Type3,621
DRM23,16.6,Low Fat,0.135707553,Hard Drinks,2.63,OUT035,2004,Supermarket Type1,167
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,2.65,OUT049,1999,Supermarket Type1,312
DRM35,9.695,Low Fat,0.070843019,Hard Drinks,2.74,OUT017,2007,Supermarket Type1,179
DRM35,,Low Fat,0.070103425,Hard Drinks,2.77,OUT027,1985,Supermarket Type3,651
DRM35,9.695,Low Fat,0.070431235,Hard Drinks,2.74,OUT035,2004,Supermarket Type1,337
DRM35,9.695,LF,0.070587419,Hard Drinks,2.73,OUT045,2002,Supermarket Type1,652
DRM37,15.35,Low Fat,0.161350176,Soft Drinks,3.03,OUT010,1998,Grocery Store,83
DRM37,15.35,Low Fat,0.096317593,Soft Drinks,3.04,OUT013,1987,Supermarket Type1,420
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,3.03,OUT017,2007,Supermarket Type1,964
DRM37,15.35,Low Fat,0.096790497,Soft Drinks,3.04,OUT018,2009,Supermarket Type2,495
DRM37,,LF,0.168780127,Soft Drinks,3.05,OUT019,1985,Grocery Store,28
DRM37,,LF,0.095931002,Soft Drinks,3.06,OUT027,1985,Supermarket Type3,863
DRM37,15.35,Low Fat,0.096379585,Soft Drinks,3.03,OUT035,2004,Supermarket Type1,593
DRM47,9.3,Low Fat,0.073288275,Hard Drinks,2.92,OUT010,1998,Grocery Store,44
DRM47,9.3,Low Fat,0.043964058,Hard Drinks,2.97,OUT018,2009,Supermarket Type2,490
DRM47,,Low Fat,0.04357366,Hard Drinks,2.98,OUT027,1985,Supermarket Type3,246
DRM47,9.3,Low Fat,0.043777415,Hard Drinks,2.98,OUT035,2004,Supermarket Type1,653
DRM47,9.3,Low Fat,0.043874493,Hard Drinks,2.95,OUT045,2002,Supermarket Type1,143
DRM47,9.3,Low Fat,0.043785694,Hard Drinks,2.96,OUT046,1997,Supermarket Type1,327
DRM48,,Low Fat,0.112349962,Soft Drinks,0.61,OUT027,1985,Supermarket Type3,73
DRM48,15.2,Low Fat,0.113125627,Soft Drinks,0.6,OUT045,2002,Supermarket Type1,150
DRM48,15.2,Low Fat,0.112896669,Soft Drinks,0.56,OUT046,1997,Supermarket Type1,155
DRM48,15.2,Low Fat,0.113072194,Soft Drinks,0.56,OUT049,1999,Supermarket Type1,78
DRM49,6.11,Regular,0.151827552,Soft Drinks,0.67,OUT013,1987,Supermarket Type1,70
DRM49,6.11,Regular,0.152813518,Soft Drinks,0.71,OUT017,2007,Supermarket Type1,144
DRM49,6.11,Regular,0.151925271,Soft Drinks,0.72,OUT035,2004,Supermarket Type1,87
DRM49,6.11,Regular,0.152262171,Soft Drinks,0.69,OUT045,2002,Supermarket Type1,161
DRM49,6.11,Regular,0,Soft Drinks,0.67,OUT049,1999,Supermarket Type1,73
DRM59,5.88,Low Fat,0.003589104,Hard Drinks,2.4,OUT013,1987,Supermarket Type1,171
DRM59,5.88,Low Fat,0.003612411,Hard Drinks,2.38,OUT017,2007,Supermarket Type1,356
DRM59,5.88,Low Fat,0.003606726,Hard Drinks,2.38,OUT018,2009,Supermarket Type2,140
DRM59,,Low Fat,0.006289291,Hard Drinks,2.37,OUT019,1985,Grocery Store,48
DRM59,,LF,0.003574698,Hard Drinks,2.39,OUT027,1985,Supermarket Type3,325
DRM59,5.88,Low Fat,0.003599378,Hard Drinks,2.35,OUT045,2002,Supermarket Type1,310
DRM59,5.88,Low Fat,0.003597678,Hard Drinks,2.38,OUT049,1999,Supermarket Type1,295
DRN11,7.85,Low Fat,0.163902159,Hard Drinks,2.21,OUT017,2007,Supermarket Type1,200
DRN11,7.85,Low Fat,0.163310805,Hard Drinks,2.22,OUT045,2002,Supermarket Type1,452
DRN11,7.85,Low Fat,0.162980276,Hard Drinks,2.24,OUT046,1997,Supermarket Type1,182
DRN11,7.85,Low Fat,0.163233667,Hard Drinks,2.23,OUT049,1999,Supermarket Type1,308
DRN35,8.01,Low Fat,0.117580062,Hard Drinks,0.57,OUT010,1998,Grocery Store,10
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,0.59,OUT013,1987,Supermarket Type1,92
DRN35,8.01,Low Fat,0.070533748,Hard Drinks,0.53,OUT018,2009,Supermarket Type2,52
DRN35,8.01,Low Fat,0.070234306,Hard Drinks,0.54,OUT035,2004,Supermarket Type1,60
DRN35,8.01,Low Fat,0.070247589,Hard Drinks,0.58,OUT046,1997,Supermarket Type1,152
DRN35,8.01,Low Fat,0.070356805,Hard Drinks,0.57,OUT049,1999,Supermarket Type1,85
DRN36,,Low Fat,0.087854925,Soft Drinks,1.48,OUT019,1985,Grocery Store,13
DRN36,,Low Fat,0.049934854,Soft Drinks,1.47,OUT027,1985,Supermarket Type3,295
DRN36,15.2,Low Fat,0.050168354,Soft Drinks,1.47,OUT035,2004,Supermarket Type1,164
DRN36,15.2,Low Fat,0.050279604,Soft Drinks,1.46,OUT045,2002,Supermarket Type1,241
DRN36,15.2,Low Fat,0,Soft Drinks,1.49,OUT046,1997,Supermarket Type1,48
DRN37,9.6,Low Fat,0.161182103,Soft Drinks,2.55,OUT010,1998,Grocery Store,47
DRN37,9.6,Low Fat,0.096217262,Soft Drinks,2.6,OUT013,1987,Supermarket Type1,419
DRN37,9.6,Low Fat,0.096842096,Soft Drinks,2.56,OUT017,2007,Supermarket Type1,64
DRN37,9.6,LF,0.096689673,Soft Drinks,2.59,OUT018,2009,Supermarket Type2,168
DRN37,9.6,low fat,0.09627919,Soft Drinks,2.58,OUT035,2004,Supermarket Type1,230
DRN37,9.6,Low Fat,0,Soft Drinks,2.57,OUT049,1999,Supermarket Type1,351
DRN47,12.1,Low Fat,0.028164527,Hard Drinks,2.75,OUT010,1998,Grocery Store,57
DRN47,12.1,Low Fat,0.016812745,Hard Drinks,2.79,OUT013,1987,Supermarket Type1,425
DRN47,12.1,Low Fat,0.016921927,Hard Drinks,2.75,OUT017,2007,Supermarket Type1,443
DRN47,12.1,Low Fat,0.016895293,Hard Drinks,2.75,OUT018,2009,Supermarket Type2,93
DRN47,,Low Fat,0.016745264,Hard Drinks,2.79,OUT027,1985,Supermarket Type3,314
DRN47,12.1,Low Fat,0.016823566,Hard Drinks,2.75,OUT035,2004,Supermarket Type1,388
DRN47,12.1,Low Fat,0,Hard Drinks,2.77,OUT045,2002,Supermarket Type1,360
DRN47,12.1,Low Fat,0.016826748,Hard Drinks,2.76,OUT046,1997,Supermarket Type1,314
DRN47,12.1,Low Fat,0.016852909,Hard Drinks,2.79,OUT049,1999,Supermarket Type1,296
DRN59,15,Low Fat,0.064504433,Hard Drinks,0.73,OUT017,2007,Supermarket Type1,73
DRN59,,Low Fat,0.063831013,Hard Drinks,0.72,OUT027,1985,Supermarket Type3,144
DRN59,15,Low Fat,0.064271703,Hard Drinks,0.71,OUT045,2002,Supermarket Type1,52
DRN59,15,Low Fat,0.064241345,Hard Drinks,0.7,OUT049,1999,Supermarket Type1,88
DRO35,13.85,LF,0.034765901,Hard Drinks,1.76,OUT017,2007,Supermarket Type1,196
DRO35,13.85,Low Fat,0.034640466,Hard Drinks,1.79,OUT045,2002,Supermarket Type1,135
DRO35,13.85,Low Fat,0.034570357,Hard Drinks,1.81,OUT046,1997,Supermarket Type1,342
DRO35,13.85,Low Fat,0.034624104,Hard Drinks,1.78,OUT049,1999,Supermarket Type1,428
DRO47,10.195,Low Fat,0.187841082,Hard Drinks,1.74,OUT010,1998,Grocery Store,16
DRO47,10.195,Low Fat,0.112859454,Hard Drinks,1.77,OUT017,2007,Supermarket Type1,292
DRO47,10.195,Low Fat,0.112681821,Hard Drinks,1.76,OUT018,2009,Supermarket Type2,54
DRO47,10.195,Low Fat,0.112203445,Hard Drinks,1.73,OUT035,2004,Supermarket Type1,199
DRO47,10.195,Low Fat,0,Hard Drinks,1.76,OUT046,1997,Supermarket Type1,182
DRO47,10.195,Low Fat,0.112399145,Hard Drinks,1.72,OUT049,1999,Supermarket Type1,266
DRO59,11.8,Low Fat,0.054460571,Hard Drinks,1.19,OUT017,2007,Supermarket Type1,247
DRO59,,Low Fat,0.094817105,Hard Drinks,1.2,OUT019,1985,Grocery Store,10
DRO59,11.8,Low Fat,0.054264078,Hard Drinks,1.16,OUT045,2002,Supermarket Type1,91
DRO59,11.8,Low Fat,0.054238448,Hard Drinks,1.17,OUT049,1999,Supermarket Type1,108
DRP35,18.85,Low Fat,0.09079168,Hard Drinks,1.96,OUT013,1987,Supermarket Type1,407
DRP35,18.85,Low Fat,0.091237452,Hard Drinks,1.99,OUT018,2009,Supermarket Type2,146
DRP35,,Low Fat,0.159096908,Hard Drinks,2,OUT019,1985,Grocery Store,17
DRP35,,Low Fat,0.090427268,Hard Drinks,1.95,OUT027,1985,Supermarket Type3,364
DRP35,18.85,Low Fat,0.090850115,Hard Drinks,1.96,OUT035,2004,Supermarket Type1,132
DRP35,18.85,Low Fat,0.091051579,Hard Drinks,1.97,OUT045,2002,Supermarket Type1,103
DRP35,18.85,Low Fat,0.090867297,Hard Drinks,1.97,OUT046,1997,Supermarket Type1,452
DRP35,18.85,Low Fat,0.091008572,Hard Drinks,2,OUT049,1999,Supermarket Type1,364
DRP47,15.75,Low Fat,0.14048631,Hard Drinks,3.9,OUT013,1987,Supermarket Type1,398
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,3.86,OUT017,2007,Supermarket Type1,337
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,3.9,OUT046,1997,Supermarket Type1,765
DRP47,15.75,Low Fat,0.140821917,Hard Drinks,3.9,OUT049,1999,Supermarket Type1,337
DRQ35,9.3,Low Fat,0.042256257,Hard Drinks,1.92,OUT013,1987,Supermarket Type1,172
DRQ35,9.3,Low Fat,0.042530668,Hard Drinks,1.94,OUT017,2007,Supermarket Type1,304
DRQ35,9.3,Low Fat,0.042463728,Hard Drinks,1.88,OUT018,2009,Supermarket Type2,120
DRQ35,,Low Fat,0.042086652,Hard Drinks,1.89,OUT027,1985,Supermarket Type3,580
DRQ35,9.3,Low Fat,0.042283454,Hard Drinks,1.94,OUT035,2004,Supermarket Type1,396
DRQ35,9.3,low fat,0.042377219,Hard Drinks,1.91,OUT045,2002,Supermarket Type1,172
DRQ35,9.3,Low Fat,0.042357203,Hard Drinks,1.9,OUT049,1999,Supermarket Type1,198
DRY23,9.395,Regular,0.109713464,Soft Drinks,0.64,OUT017,2007,Supermarket Type1,35
DRY23,,Regular,0.191013663,Soft Drinks,0.65,OUT019,1985,Grocery Store,7
DRY23,,Regular,0.108568067,Soft Drinks,0.67,OUT027,1985,Supermarket Type3,107
DRY23,9.395,Regular,0.109075742,Soft Drinks,0.67,OUT035,2004,Supermarket Type1,57
DRY23,9.395,Regular,0.109096371,Soft Drinks,0.69,OUT046,1997,Supermarket Type1,69
DRY23,9.395,Regular,0.109265987,Soft Drinks,0.66,OUT049,1999,Supermarket Type1,128
DRZ11,8.85,Regular,0.112571187,Soft Drinks,1.88,OUT013,1987,Supermarket Type1,211
DRZ11,8.85,Regular,0.113302223,Soft Drinks,1.93,OUT017,2007,Supermarket Type1,147
DRZ11,8.85,Regular,0.113123893,Soft Drinks,1.89,OUT018,2009,Supermarket Type2,212
DRZ11,,Regular,0.112119359,Soft Drinks,1.9,OUT027,1985,Supermarket Type3,262
DRZ11,8.85,Regular,0.112893431,Soft Drinks,1.9,OUT045,2002,Supermarket Type1,392
DRZ11,8.85,Regular,0.112840108,Soft Drinks,1.88,OUT049,1999,Supermarket Type1,162
DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,1.83,OUT017,2007,Supermarket Type1,381
DRZ24,,Low Fat,0,Soft Drinks,1.87,OUT027,1985,Supermarket Type3,240
DRZ24,7.535,Low Fat,0,Soft Drinks,1.88,OUT045,2002,Supermarket Type1,156
DRZ24,7.535,Low Fat,0.081787519,Soft Drinks,1.87,OUT046,1997,Supermarket Type1,264
DRZ24,7.535,Low Fat,0.081914677,Soft Drinks,1.86,OUT049,1999,Supermarket Type1,468
FDA01,15,Regular,0.091018048,Others,0.93,OUT010,1998,Grocery Store,12
FDA01,15,Regular,0.054685839,Others,0.93,OUT017,2007,Supermarket Type1,162
FDA01,15,Regular,0.054599767,Others,0.92,OUT018,2009,Supermarket Type2,66
FDA01,,Regular,0.054114924,Others,0.91,OUT027,1985,Supermarket Type3,108
FDA01,15,Regular,0.054367971,Others,0.91,OUT035,2004,Supermarket Type1,102
FDA01,15,Regular,0.054488534,Others,0.89,OUT045,2002,Supermarket Type1,48
FDA01,15,Regular,0.054378253,Others,0.92,OUT046,1997,Supermarket Type1,54
FDA02,14,Regular,0.029697925,Dairy,2.21,OUT013,1987,Supermarket Type1,324
FDA02,14,Regular,0.029843736,Dairy,2.22,OUT018,2009,Supermarket Type2,89
FDA02,,Regular,0.052040539,Dairy,2.21,OUT019,1985,Grocery Store,30
FDA02,,Regular,0.029578726,Dairy,2.22,OUT027,1985,Supermarket Type3,384
FDA02,14,Regular,0.029782937,Dairy,2.26,OUT045,2002,Supermarket Type1,89
FDA02,14,Regular,0.029722659,Dairy,2.21,OUT046,1997,Supermarket Type1,162
FDA02,14,Regular,0.02976887,Dairy,2.25,OUT049,1999,Supermarket Type1,133
FDA03,18.5,Regular,0.076097035,Dairy,2.25,OUT010,1998,Grocery Store,31
FDA03,18.5,Regular,0.045425939,Dairy,2.24,OUT013,1987,Supermarket Type1,194
FDA03,,Regular,0.045243613,Dairy,2.27,OUT027,1985,Supermarket Type3,357
FDA03,18.5,Regular,0,Dairy,2.23,OUT035,2004,Supermarket Type1,209
FDA03,18.5,Regular,0.045463773,Dairy,2.22,OUT046,1997,Supermarket Type1,223
FDA03,18.5,Regular,0.045534457,Dairy,2.26,OUT049,1999,Supermarket Type1,372
FDA04,11.3,Regular,0.066674465,Frozen Foods,4,OUT013,1987,Supermarket Type1,528
FDA04,11.3,Regular,0.067107448,Frozen Foods,3.98,OUT017,2007,Supermarket Type1,450
FDA04,11.3,reg,0.067001825,Frozen Foods,4,OUT018,2009,Supermarket Type2,555
FDA04,,Regular,0.066406853,Frozen Foods,4.01,OUT027,1985,Supermarket Type3,581
FDA04,11.3,Regular,0.066717378,Frozen Foods,4.02,OUT035,2004,Supermarket Type1,503
FDA04,11.3,Regular,0.066865326,Frozen Foods,4.01,OUT045,2002,Supermarket Type1,291
FDA04,11.3,Regular,0.066729996,Frozen Foods,3.97,OUT046,1997,Supermarket Type1,503
FDA04,11.3,Regular,0.066833743,Frozen Foods,3.97,OUT049,1999,Supermarket Type1,239
FDA07,7.55,Regular,0.051794958,Fruits and Vegetables,1.89,OUT010,1998,Grocery Store,13
FDA07,7.55,Regular,0.030918873,Fruits and Vegetables,1.91,OUT013,1987,Supermarket Type1,113
FDA07,7.55,Regular,0.03107068,Fruits and Vegetables,1.89,OUT018,2009,Supermarket Type2,88
FDA07,,Regular,0.030794774,Fruits and Vegetables,1.9,OUT027,1985,Supermarket Type3,463
FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,1.87,OUT035,2004,Supermarket Type1,213
FDA07,7.55,Regular,0.031007381,Fruits and Vegetables,1.91,OUT045,2002,Supermarket Type1,213
FDA07,7.55,Regular,0.030992735,Fruits and Vegetables,1.92,OUT049,1999,Supermarket Type1,275
FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,2.54,OUT013,1987,Supermarket Type1,218
FDA08,11.85,Regular,0.050368454,Fruits and Vegetables,2.53,OUT017,2007,Supermarket Type1,185
FDA08,,Regular,0.087692636,Fruits and Vegetables,2.51,OUT019,1985,Grocery Store,34
FDA08,,Regular,0.049842613,Fruits and Vegetables,2.53,OUT027,1985,Supermarket Type3,403
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,2.53,OUT045,2002,Supermarket Type1,319
FDA08,11.85,Regular,0.050085152,Fruits and Vegetables,2.54,OUT046,1997,Supermarket Type1,135
FDA09,13.35,Regular,0.15021128,Snack Foods,2.76,OUT017,2007,Supermarket Type1,366
FDA09,13.35,Regular,0.149974858,Snack Foods,2.77,OUT018,2009,Supermarket Type2,806
FDA09,13.35,Regular,0.149338159,Snack Foods,2.76,OUT035,2004,Supermarket Type1,245
FDA09,13.35,Regular,0.149669322,Snack Foods,2.78,OUT045,2002,Supermarket Type1,123
FDA09,13.35,Regular,0.149598628,Snack Foods,2.77,OUT049,1999,Supermarket Type1,514
FDA10,20.35,Low Fat,0.142618182,Snack Foods,1.9,OUT017,2007,Supermarket Type1,164
FDA10,20.35,Low Fat,0.142393712,Snack Foods,1.89,OUT018,2009,Supermarket Type2,195
FDA10,,LF,0.248301532,Snack Foods,1.92,OUT019,1985,Grocery Store,32
FDA10,,Low Fat,0.141129263,Snack Foods,1.88,OUT027,1985,Supermarket Type3,455
FDA10,20.35,Low Fat,0.141789197,Snack Foods,1.88,OUT035,2004,Supermarket Type1,179
FDA10,20.35,Low Fat,0,Snack Foods,1.87,OUT049,1999,Supermarket Type1,147
FDA11,7.75,Low Fat,0.043483398,Baking Goods,1.46,OUT017,2007,Supermarket Type1,252
FDA11,7.75,Low Fat,0.043414959,Baking Goods,1.44,OUT018,2009,Supermarket Type2,151
FDA11,,low fat,0.043029436,Baking Goods,1.46,OUT027,1985,Supermarket Type3,182
FDA11,7.75,LF,0.043326511,Baking Goods,1.48,OUT045,2002,Supermarket Type1,121
FDA11,7.75,Low Fat,0.043238822,Baking Goods,1.43,OUT046,1997,Supermarket Type1,182
FDA13,15.85,Low Fat,0.078489577,Others,0.62,OUT013,1987,Supermarket Type1,65
FDA13,15.85,Low Fat,0.078999287,Others,0.6,OUT017,2007,Supermarket Type1,76
FDA13,15.85,Low Fat,0.078874948,Others,0.58,OUT018,2009,Supermarket Type2,31
FDA13,,Low Fat,0.137539574,Others,0.6,OUT019,1985,Grocery Store,4
FDA13,,Low Fat,0.078174543,Others,0.62,OUT027,1985,Supermarket Type3,73
FDA13,15.85,Low Fat,0.078540095,Others,0.56,OUT035,2004,Supermarket Type1,61
FDA13,15.85,Low Fat,0.07871426,Others,0.58,OUT045,2002,Supermarket Type1,50
FDA13,15.85,Low Fat,0.07867708,Others,0.59,OUT049,1999,Supermarket Type1,35
FDA14,,Low Fat,0.114127418,Dairy,2.27,OUT019,1985,Grocery Store,59
FDA14,16.1,Low Fat,0.065183228,Dairy,2.29,OUT046,1997,Supermarket Type1,147
FDA14,16.1,Low Fat,0.06528457,Dairy,2.24,OUT049,1999,Supermarket Type1,191
FDA15,9.3,Low Fat,0.026818196,Dairy,3.84,OUT010,1998,Grocery Store,50
FDA15,9.3,Low Fat,0.016009057,Dairy,3.86,OUT013,1987,Supermarket Type1,648
FDA15,9.3,LF,0.016113019,Dairy,3.84,OUT017,2007,Supermarket Type1,598
FDA15,9.3,Low Fat,0.016087659,Dairy,3.85,OUT018,2009,Supermarket Type2,598
FDA15,,Low Fat,0.015944801,Dairy,3.85,OUT027,1985,Supermarket Type3,648
FDA15,9.3,Low Fat,0.01601936,Dairy,3.83,OUT035,2004,Supermarket Type1,648
FDA15,9.3,Low Fat,0.016054884,Dairy,3.86,OUT045,2002,Supermarket Type1,598
FDA15,9.3,Low Fat,0.016047301,Dairy,3.85,OUT049,1999,Supermarket Type1,374
FDA16,6.695,Low Fat,0.03408026,Frozen Foods,3.41,OUT018,2009,Supermarket Type2,509
FDA16,,Low Fat,0.033777629,Frozen Foods,3.44,OUT027,1985,Supermarket Type3,708
FDA16,6.695,Low Fat,0.033935576,Frozen Foods,3.42,OUT035,2004,Supermarket Type1,221
FDA16,6.695,Low Fat,0,Frozen Foods,3.38,OUT046,1997,Supermarket Type1,310
FDA19,7.52,Low Fat,0.092272132,Fruits and Vegetables,1.99,OUT010,1998,Grocery Store,13
FDA19,7.52,LF,0.055081623,Fruits and Vegetables,1.99,OUT013,1987,Supermarket Type1,206
FDA19,,Low Fat,0,Fruits and Vegetables,1.96,OUT019,1985,Grocery Store,26
FDA19,7.52,Low Fat,0.055127499,Fruits and Vegetables,1.98,OUT046,1997,Supermarket Type1,399
FDA19,7.52,Low Fat,0.055213208,Fruits and Vegetables,2,OUT049,1999,Supermarket Type1,65
FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,2.86,OUT013,1987,Supermarket Type1,392
FDA20,6.78,Low Fat,0.066997921,Fruits and Vegetables,2.88,OUT017,2007,Supermarket Type1,261
FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,2.88,OUT018,2009,Supermarket Type2,131
FDA20,,Low Fat,0.066298469,Fruits and Vegetables,2.88,OUT027,1985,Supermarket Type3,634
FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,2.85,OUT035,2004,Supermarket Type1,541
FDA20,6.78,Low Fat,0.066724663,Fruits and Vegetables,2.9,OUT049,1999,Supermarket Type1,150
FDA21,13.65,Low Fat,0.035930784,Snack Foods,2.85,OUT013,1987,Supermarket Type1,1024
FDA21,13.65,Low Fat,0.036107198,Snack Foods,2.85,OUT018,2009,Supermarket Type2,586
FDA21,13.65,Low Fat,0.03595391,Snack Foods,2.86,OUT035,2004,Supermarket Type1,355
FDA21,13.65,Low Fat,0.036033639,Snack Foods,2.84,OUT045,2002,Supermarket Type1,294
FDA21,13.65,Low Fat,0.03596071,Snack Foods,2.88,OUT046,1997,Supermarket Type1,189
FDA21,13.65,Low Fat,0.036016619,Snack Foods,2.88,OUT049,1999,Supermarket Type1,148
FDA22,,Low Fat,0,Starchy Foods,2.58,OUT027,1985,Supermarket Type3,435
FDA22,7.435,Low Fat,0.084436394,Starchy Foods,2.6,OUT035,2004,Supermarket Type1,452
FDA22,7.435,Low Fat,0.084452363,Starchy Foods,2.55,OUT046,1997,Supermarket Type1,285
FDA23,9.8,Low Fat,0.04714777,Baking Goods,1.58,OUT013,1987,Supermarket Type1,184
FDA23,9.8,LF,0.047453947,Baking Goods,1.57,OUT017,2007,Supermarket Type1,163
FDA23,,Low Fat,0.046958533,Baking Goods,1.57,OUT027,1985,Supermarket Type3,249
FDA23,9.8,Low Fat,0.047178116,Baking Goods,1.54,OUT035,2004,Supermarket Type1,259
FDA23,9.8,Low Fat,0.047187038,Baking Goods,1.55,OUT046,1997,Supermarket Type1,173
FDA23,9.8,Low Fat,0.047260402,Baking Goods,1.59,OUT049,1999,Supermarket Type1,206
FDA25,16.5,Regular,0.068511103,Others,1.6,OUT017,2007,Supermarket Type1,169
FDA25,16.5,Regular,0.068403271,Others,1.58,OUT018,2009,Supermarket Type2,63
FDA25,16.5,Regular,0.068112874,Others,1.62,OUT035,2004,Supermarket Type1,295
FDA25,16.5,Regular,0.068263916,Others,1.62,OUT045,2002,Supermarket Type1,126
FDA25,16.5,Regular,0.068125756,Others,1.56,OUT046,1997,Supermarket Type1,106
FDA26,7.855,Regular,0.073858923,Dairy,3.37,OUT013,1987,Supermarket Type1,380
FDA26,7.855,Regular,0,Dairy,3.4,OUT018,2009,Supermarket Type2,469
FDA26,,Regular,0.129425145,Dairy,3.38,OUT019,1985,Grocery Store,22
FDA26,,Regular,0.073562475,Dairy,3.36,OUT027,1985,Supermarket Type3,336
FDA26,7.855,Regular,0.073906461,Dairy,3.37,OUT035,2004,Supermarket Type1,492
FDA27,20.35,Regular,0.031102571,Dairy,3.97,OUT017,2007,Supermarket Type1,209
FDA27,20.35,Regular,0,Dairy,3.96,OUT018,2009,Supermarket Type2,574
FDA27,20.35,Regular,0.030990354,Dairy,3.95,OUT045,2002,Supermarket Type1,105
FDA27,20.35,Regular,0.030927632,Dairy,3.96,OUT046,1997,Supermarket Type1,365
FDA27,20.35,Regular,0.030975716,Dairy,3.92,OUT049,1999,Supermarket Type1,313
FDA28,16.1,Regular,0.080010553,Frozen Foods,1.92,OUT010,1998,Grocery Store,39
FDA28,16.1,Regular,0.04807227,Frozen Foods,1.95,OUT017,2007,Supermarket Type1,181
FDA28,16.1,Regular,0.047996608,Frozen Foods,1.96,OUT018,2009,Supermarket Type2,142
FDA28,,Regular,0.047570401,Frozen Foods,1.94,OUT027,1985,Supermarket Type3,308
FDA28,16.1,Regular,0.047792845,Frozen Foods,1.95,OUT035,2004,Supermarket Type1,335
FDA28,16.1,Regular,0.047801883,Frozen Foods,1.97,OUT046,1997,Supermarket Type1,232
FDA31,7.1,Low Fat,0.110633958,Fruits and Vegetables,2.68,OUT017,2007,Supermarket Type1,122
FDA31,7.1,LF,0.110459828,Fruits and Vegetables,2.66,OUT018,2009,Supermarket Type2,225
FDA31,7.1,Low Fat,0.109990885,Fruits and Vegetables,2.67,OUT035,2004,Supermarket Type1,277
FDA31,7.1,Low Fat,0.110234793,Fruits and Vegetables,2.65,OUT045,2002,Supermarket Type1,312
FDA32,14,Low Fat,0.050371508,Fruits and Vegetables,3.31,OUT010,1998,Grocery Store,87
FDA32,14,LF,0,Fruits and Vegetables,3.35,OUT017,2007,Supermarket Type1,648
FDA32,14,Low Fat,0.030216783,Fruits and Vegetables,3.34,OUT018,2009,Supermarket Type2,302
FDA32,,LF,0.052691046,Fruits and Vegetables,3.34,OUT019,1985,Grocery Store,22
FDA32,14,Low Fat,0.030155224,Fruits and Vegetables,3.31,OUT045,2002,Supermarket Type1,302
FDA32,14,Low Fat,0.030094192,Fruits and Vegetables,3.33,OUT046,1997,Supermarket Type1,108
FDA32,14,Low Fat,0.030140981,Fruits and Vegetables,3.33,OUT049,1999,Supermarket Type1,259
FDA33,6.48,Low Fat,0.034091649,Snack Foods,2.26,OUT017,2007,Supermarket Type1,266
FDA33,6.48,Low Fat,0.033893487,Snack Foods,2.27,OUT035,2004,Supermarket Type1,350
FDA33,6.48,Low Fat,0.033968647,Snack Foods,2.28,OUT045,2002,Supermarket Type1,101
FDA33,6.48,Low Fat,0.033899898,Snack Foods,2.27,OUT046,1997,Supermarket Type1,333
FDA33,6.48,LF,0.033952603,Snack Foods,2.29,OUT049,1999,Supermarket Type1,382
